Order,Player name,Recipient,event_id,min,sec,outcome,period_id,team_id,Angle,Degrees,Y travel,X travel,Distance,Goalmouth Y,Goalmouth Z,X-end,x,Y-end,y
352,"Hart, Joe","Kompany, Vincent",184,14,56,Complete,1st,43,5.6,320.8563653,-10.9,7.9,11.1,,,22,14.1,24.6,35.5
354,"Kompany, Vincent","Toure, Gnegneri Yaya",185,14,58,Complete,1st,43,1.4,80.21409132,9.8,0.9,6.7,,,26.6,25.7,26.3,16.5
356,"Toure, Gnegneri Yaya","Hart, Joe",186,15,1,Complete,1st,43,2.8,160.4281826,10.5,-22.2,24.4,,,9.3,31.5,35.1,24.6
358,"Hart, Joe","Kompany, Vincent",187,15,4,Complete,1st,43,5.4,309.3972094,-29.3,15.3,25.6,,,25.6,10.3,4.4,33.7
360,"Kompany, Vincent","Toure, Gnegneri Yaya",188,15,8,Complete,1st,43,1.5,85.94366927,35.1,2.4,24,,,30.7,28.3,43.8,8.7
362,"Toure, Gnegneri Yaya","Kompany, Vincent",189,15,19,Complete,1st,43,4.7,269.2901637,-27.7,0.1,18.8,,,38.6,38.5,20.9,48.6
364,"Kompany, Vincent","Barry, Gareth",190,15,23,Complete,1st,43,5,286.4788976,-13.4,2.6,9.5,,,44.5,41.9,10,23.4
366,"Barry, Gareth","Silva, David",191,15,25,Complete,1st,43,1.1,63.02535746,12.4,3.6,9.2,,,48,44.4,27.4,15
368,"Silva, David","Aguero, Sergio",192,15,28,Complete,1st,43,1.4,80.21409132,29.3,3.5,20.3,,,59.4,55.9,69.5,40.2
370,"Aguero, Sergio","Toure, Gnegneri Yaya",193,15,35,Complete,1st,43,4.1,234.912696,-18.8,-8.5,15.6,,,54.9,63.4,69,87.8
372,"Toure, Gnegneri Yaya","Kompany, Vincent",194,15,39,Complete,1st,43,3.2,183.3464944,-2,-12.3,13,,,42.1,54.4,61.5,63.5
374,"Kompany, Vincent","Toure, Gnegneri Yaya",195,15,41,Complete,1st,43,0,0,0.2,11.5,12.1,,,55.7,44.2,61.4,61.2
376,"Toure, Gnegneri Yaya","Lescott, Joleon",196,15,42,Complete,1st,43,2.2,126.0507149,24.9,-11.7,20.9,,,43.9,55.6,86.3,61.4
378,"Lescott, Joleon","Silva, David",197,15,44,Complete,1st,43,5.8,332.3155212,-17.8,21.9,26,,,65.8,43.9,68.5,86.3
380,"Silva, David",N,198,15,50,Complete,1st,43,4.9,280.7493196,-15.7,1.9,10.9,,,76.5,74.6,50.2,65.9
382,"Richards, Micah","Barry, Gareth",202,16,13,Complete,1st,43,2.9,166.1577606,1.6,-7.1,7.7,,,58.2,65.3,1.6,0
384,"Barry, Gareth",N,203,16,16,Complete,1st,43,0.3,17.18873385,6.6,14.8,16.2,,,72.8,58,15.7,9.1
385,"Silva, David",Save,206,16,26,Complete,1st,43,0,0,0,0,0,51.6,1.4,,81.2,,27.6
386,"Dzeko, Edin",Incomplete pass,205,16,23,Key pass,1st,43,1.9,108.8619811,7.8,-1.7,5.6,,,81.2,82.9,26.8,19
388,"Jaaskelainen, Jussi",Incomplete pass,141,16,51,Incomplete,1st,30,6.1,349.504255,-15.6,74.2,78.6,,,85,10.8,27.9,43.5
390,"Kolarov, Aleksandar",N,207,16,53,Complete,1st,43,3.7,211.9943842,-10.9,-10.8,13.5,,,6.8,17.6,67.4,78.3
392,"Hart, Joe","Kompany, Vincent",209,16,57,Complete,1st,43,5,286.4788976,-27.7,5.4,19.7,,,19.7,14.3,28.8,56.5
394,"Kompany, Vincent","Silva, David",210,17,0,Complete,1st,43,6.2,355.233833,-1.6,16.5,17.4,,,41.8,25.3,24,25.6
396,"Silva, David","Richards, Micah",211,17,3,Complete,1st,43,4.8,275.0197417,-22.8,1.7,15.6,,,40.2,38.5,2,24.8
398,"Richards, Micah","Silva, David",212,17,4,Complete,1st,43,1.7,97.40282517,21.4,-1.3,14.6,,,38.9,40.2,25.6,4.2
400,"Silva, David","Toure, Gnegneri Yaya",213,17,7,Complete,1st,43,2.1,120.321137,15.7,-5.3,12,,,36.3,41.6,41.7,26
402,"Toure, Gnegneri Yaya",Incomplete pass,214,17,9,Incomplete,1st,43,0.8,45.83662361,41,23.6,37.3,,,62.9,39.3,83.8,42.8
404,"Eagles, Chris","Muamba, Fabrice",143,17,14,Complete,1st,30,1.1,63.02535746,14.5,4.8,11.1,,,41.3,36.5,24.5,10
406,"Muamba, Fabrice","Reo-Coker, Nigel",144,17,15,Complete,1st,30,1.1,63.02535746,29.3,9.3,22.2,,,52.2,42.9,56.4,27.1
408,"Reo-Coker, Nigel","Davies, Kevin",145,17,18,Complete,1st,30,0.7,40.10704566,14.3,11.4,15.4,,,63.6,52.2,70.7,56.4
410,"Davies, Kevin","Petrov, Martin",146,17,20,Complete,1st,30,1,57.29577951,22.9,8.6,18,,,72.5,63.9,95.5,72.6
412,"Petrov, Martin","Reo-Coker, Nigel",147,17,26,Complete,1st,30,4,229.1831181,-10.7,-6,9.6,,,71.7,77.7,80.4,91.1
414,"Reo-Coker, Nigel","Muamba, Fabrice",148,17,29,Complete,1st,30,4.5,257.8310078,-24.7,-4,17.3,,,68.2,72.2,51.9,76.6
416,"Muamba, Fabrice","Robinson, Paul",149,17,30,Complete,1st,30,2,114.591559,23.3,-7.1,17.5,,,61.1,68.2,77.2,53.9
418,"Robinson, Paul","Petrov, Martin",150,17,32,Complete,1st,30,0.9,51.56620156,16.8,8.6,14.6,,,69.7,61.1,95.8,79
420,"Petrov, Martin",Incomplete pass,151,17,35,Incomplete,1st,30,5.3,303.6676314,-6.7,2.6,5.3,,,75,72.4,89.9,96.6
422,"Dzeko, Edin","Milner, James",217,17,42,Complete,1st,43,1.6,91.67324722,47.8,-0.1,32.5,,,69.6,69.7,66.7,18.9
424,"Milner, James","Dzeko, Edin",218,17,47,Complete,1st,43,5.2,297.9380535,-29.9,11.3,23.5,,,85.9,74.6,24.3,54.2
425,"Aguero, Sergio",Miss,220,17,52,Complete,1st,43,0,0,0,0,0,50.7,70.8,,92.7,,56.4
426,"Dzeko, Edin",Incomplete pass,219,17,50,Key pass,1st,43,1.6,91.67324722,29,-0.6,19.7,,,92.3,92.9,54.2,25.2
428,"Jaaskelainen, Jussi",N,154,18,30,Complete,1st,30,6.2,355.233833,-9.8,56.9,60.1,,,62.6,5.7,29.3,39.1
430,"Steinsson, Gretar",Incomplete pass,156,19,7,Incomplete,1st,30,0.8,45.83662361,37.3,23.6,35.5,,,86.7,63.1,53,15.7
432,"Hart, Joe","Milner, James",225,19,12,Complete,1st,43,1.2,68.75493542,47.3,12.8,34.9,,,28.3,15.5,94.5,47.2
434,"Milner, James","Barry, Gareth",226,19,15,Complete,1st,43,4,229.1831181,-7.8,-4.5,7.1,,,25.4,29.9,88.3,96.1
436,"Barry, Gareth",N,227,19,17,Complete,1st,43,0,0,0.6,29.6,31.1,,,54.3,24.7,89.5,88.9
438,"Milner, James",N,229,19,25,Complete,1st,43,5.6,320.8563653,-34.7,26.3,36.3,,,84.2,57.9,56.1,90.8
440,"Jaaskelainen, Jussi","Reo-Coker, Nigel",159,19,43,Complete,1st,30,5.6,320.8563653,-33,28.6,37.5,,,39.4,10.8,11.1,44.1
442,"Reo-Coker, Nigel",Incomplete pass,160,19,44,Incomplete,1st,30,0.2,11.4591559,17.4,57.2,61.2,,,96.1,38.9,26.6,9.2
444,"Hart, Joe","Kompany, Vincent",232,19,48,Complete,1st,43,5.3,303.6676314,-54.5,24.6,45.2,,,26.7,2.1,19.3,73.8
446,"Kompany, Vincent","Toure, Gnegneri Yaya",233,19,54,Complete,1st,43,0.5,28.64788976,3.2,4.2,4.9,,,36,31.8,23.2,20
448,"Toure, Gnegneri Yaya","Kompany, Vincent",234,19,56,Complete,1st,43,4.4,252.1014299,-20.4,-4.6,14.7,,,31.8,36.4,2.8,23.2
450,"Kompany, Vincent","Hart, Joe",235,19,57,Complete,1st,43,2.3,131.7802929,36.6,-21.1,33.3,,,10.7,31.8,39.4,2.8
452,"Hart, Joe","Lescott, Joleon",236,19,58,Complete,1st,43,1.3,74.48451337,30.9,5.2,21.7,,,16,10.8,70.2,39.3
454,"Lescott, Joleon","Toure, Gnegneri Yaya",237,20,0,Complete,1st,43,5.2,297.9380535,-22.9,7.6,17.5,,,26.9,19.3,45,67.9
456,"Toure, Gnegneri Yaya","Barry, Gareth",238,20,6,Complete,1st,43,1.6,91.67324722,21.5,-0.9,14.7,,,36,36.9,79.4,57.9
458,"Barry, Gareth","Milner, James",239,20,8,Complete,1st,43,0.1,5.729577951,2.3,16.5,17.4,,,54.9,38.4,83.6,81.3
460,"Milner, James","Barry, Gareth",240,20,10,Complete,1st,43,3.1,177.6169165,1.2,-11.6,12.2,,,37.4,49,88.9,87.7
462,"Barry, Gareth","Lescott, Joleon",241,20,12,Complete,1st,43,4.5,257.8310078,-29.9,-4.2,20.8,,,33.4,37.6,58.9,88.8
464,"Lescott, Joleon","Kompany, Vincent",242,20,14,Complete,1st,43,4.8,275.0197417,-21.6,1,14.7,,,35.5,34.5,32.9,54.5
466,"Kompany, Vincent","Lescott, Joleon",243,20,18,Complete,1st,43,1.7,97.40282517,20.1,-2.1,13.8,,,37.1,39.2,52.8,32.7
468,"Lescott, Joleon","Toure, Gnegneri Yaya",244,20,21,Complete,1st,43,5.4,309.3972094,-13.8,8,12.6,,,47.8,39.8,39.3,53.1
470,"Toure, Gnegneri Yaya","Lescott, Joleon",245,20,22,Complete,1st,43,2.5,143.2394488,13.2,-11.9,15.4,,,35.8,47.7,52.5,39.3
472,"Lescott, Joleon","Milner, James",246,20,24,Complete,1st,43,6.2,355.233833,-3.6,23.6,24.9,,,61.6,38,54.5,58.1
474,"Milner, James",Incomplete pass,247,20,26,Incomplete,1st,43,1.2,68.75493542,8,2.2,5.9,,,63.7,61.5,62.5,54.5
476,"Reo-Coker, Nigel",Incomplete pass,161,20,27,Incomplete,1st,30,0.3,17.18873385,4.2,10.6,11.5,,,42.9,32.3,37.2,33
478,"Barry, Gareth",N,248,20,28,Complete,1st,43,0.3,17.18873385,7.4,16.5,18,,,73.7,57.2,69.5,62.1
480,"Eagles, Chris",N,164,20,38,Complete,1st,30,0.4,22.91831181,8.4,12,13.8,,,37.9,25.9,23.2,14.8
482,"Jaaskelainen, Jussi",Incomplete pass,166,21,9,Incomplete,1st,30,0.1,5.729577951,10.1,53.1,56.2,,,86.2,33.1,37.5,27.4
484,"Petrov, Martin",Incomplete pass,169,21,40,Incomplete,1st,30,1.8,103.1324031,44.2,-7.2,31,,,92,99.2,44.7,0.5
486,"Hart, Joe",Incomplete pass,255,21,44,Incomplete,1st,43,6,343.7746771,-32,77.8,84.5,,,93,15.2,3.4,35.4
488,"Reo-Coker, Nigel","Klasnic, Ivan",172,21,59,Complete,1st,30,6.2,355.233833,-3.6,27.2,28.7,,,45.8,18.6,76.8,80.4
490,"Klasnic, Ivan","Davies, Kevin",173,22,0,Complete,1st,30,2.6,148.9690267,6.8,-8,9.6,,,37.8,45.8,83.6,76.8
492,"Davies, Kevin",Incomplete pass,174,22,2,Incomplete,1st,30,6,343.7746771,-9.2,20.4,22.3,,,58.2,37.8,74.4,83.6
494,"Toure, Gnegneri Yaya","Lescott, Joleon",258,22,31,Complete,1st,43,1.7,97.40282517,50.2,-4.9,34.5,,,41.1,46,73.4,23.2
496,"Lescott, Joleon","Milner, James",259,22,35,Complete,1st,43,6.3,360.9634109,-0.2,13.2,13.9,,,57.6,44.4,69.6,69.8
498,"Milner, James","Lescott, Joleon",260,22,36,Complete,1st,43,3.2,183.3464944,-2.2,-16.4,17.3,,,40.9,57.3,67.3,69.5
500,"Lescott, Joleon","Milner, James",261,22,38,Complete,1st,43,1.1,63.02535746,22.1,7.4,16.9,,,52.8,45.4,93.1,71
502,"Milner, James","Dzeko, Edin",262,22,42,Complete,1st,43,5.9,338.0450991,-7.2,11.2,12.7,,,74.8,63.6,76,83.2
504,"Dzeko, Edin","Lescott, Joleon",263,22,47,Complete,1st,43,3.2,183.3464944,-1.9,-15,15.8,,,49.4,64.4,71.5,73.4
506,"Lescott, Joleon","Kompany, Vincent",264,22,49,Complete,1st,43,4.3,246.3718519,-26.8,-7.8,20,,,40.6,48.4,41.6,68.4
508,"Kompany, Vincent","Lescott, Joleon",265,22,52,Complete,1st,43,1.4,80.21409132,39.7,3.7,27.3,,,44.3,40.6,81.1,41.4
510,"Lescott, Joleon","Barry, Gareth",266,22,55,Complete,1st,43,0.6,34.37746771,10.6,9.4,12.2,,,53.7,44.3,91.7,81.1
512,"Barry, Gareth",Incomplete pass,267,22,59,Incomplete,1st,43,5.3,303.6676314,-26.3,11.3,21.5,,,77.3,66,64.8,91.1
514,"Lescott, Joleon","Kompany, Vincent",269,23,6,Complete,1st,43,3.5,200.5352283,-17.7,-30.4,34.1,,,29.5,59.9,65.3,83
516,"Kompany, Vincent","Hart, Joe",270,23,9,Complete,1st,43,3.6,206.2648062,-9.9,-14.4,16.6,,,15.1,29.5,55.4,65.3
518,"Hart, Joe","Toure, Gnegneri Yaya",271,23,12,Complete,1st,43,6.2,355.233833,-1.4,17.9,18.8,,,33.4,15.5,51.9,53.3
520,"Toure, Gnegneri Yaya","Silva, David",272,23,16,Complete,1st,43,5.7,326.5859432,-13.4,12.5,16,,,59.2,46.7,34,47.4
522,"Silva, David","Toure, Gnegneri Yaya",273,23,18,Complete,1st,43,2.4,137.5098708,14.3,-11.1,15.2,,,48.1,59.2,48.3,34
524,"Toure, Gnegneri Yaya","Kompany, Vincent",274,23,21,Complete,1st,43,4.4,252.1014299,-19,-3.4,13.4,,,44.7,48.1,29.3,48.3
526,"Kompany, Vincent",N,275,23,23,Complete,1st,43,0.4,22.91831181,9.2,16.2,18.1,,,60.9,44.7,38.5,29.3
528,"Toure, Gnegneri Yaya","Lescott, Joleon",277,23,52,Complete,1st,43,1.6,91.67324722,35.6,-0.3,24.2,,,58.4,58.7,77.7,42.1
530,"Lescott, Joleon","Milner, James",278,23,55,Complete,1st,43,0,0,0.7,14.4,15.1,,,77.2,62.8,83.9,83.2
532,"Milner, James","Barry, Gareth",279,23,57,Complete,1st,43,3.9,223.4535401,-14.6,-10.7,15,,,67,77.7,69.3,83.9
534,"Barry, Gareth","Kompany, Vincent",280,23,59,Complete,1st,43,3.4,194.8056503,-8.8,-23.5,25.4,,,44.1,67.6,60.3,69.1
536,"Kompany, Vincent",N,281,24,3,Complete,1st,43,6.2,355.233833,-0.9,9.9,10.4,,,55.9,46,54.7,55.6
538,"Toure, Gnegneri Yaya","Kompany, Vincent",283,24,5,Complete,1st,43,3,171.8873385,3.6,-16.2,17.2,,,39.9,56.1,58.1,54.5
540,"Kompany, Vincent","Barry, Gareth",284,24,6,Complete,1st,43,1.2,68.75493542,18.9,4.2,13.6,,,44.4,40.2,78.6,59.7
542,"Barry, Gareth",N,285,24,9,Complete,1st,43,4.5,257.8310078,-16.8,-1.8,11.6,,,45.4,47.2,43.8,60.6
544,"Muamba, Fabrice","Davies, Kevin",181,24,18,Complete,1st,30,0.5,28.64788976,16.4,21.4,25.1,,,62.4,41,48,31.6
546,"Davies, Kevin","Eagles, Chris",182,24,22,Complete,1st,30,1,57.29577951,24.3,10.5,19.9,,,78.2,67.7,73.8,49.5
548,"Eagles, Chris","Robinson, Paul",183,24,26,Complete,1st,30,3.1,177.6169165,0.6,-11.4,12,,,75.7,87.1,76,75.4
550,"Robinson, Paul",Incomplete pass,184,24,29,Incomplete,1st,30,5.2,297.9380535,-26,8.1,19.6,,,86.4,78.3,53,79
552,"Dzeko, Edin",Incomplete pass,290,24,38,Key pass,1st,43,5.1,292.2084755,-36.6,10.9,27.4,,,74.1,63.2,22.1,58.7
554,"Richards, Micah","Milner, James",293,25,5,Complete,1st,43,0.7,40.10704566,10.8,9.7,13.1,,,94.6,84.9,10.8,0
556,"Milner, James","Richards, Micah",294,25,8,Complete,1st,43,3.3,189.0760724,-2,-6.8,7.3,,,86.8,93.6,2.2,4.2
557,"Silva, David",Goal,296,25,14,Complete,1st,43,0,0,0,0,0,52.1,22.2,,78.4,,38.2
558,"Richards, Micah",Incomplete pass,295,25,11,Assist,1st,43,2.5,143.2394488,10.9,-9.8,12.7,,,78.2,88,36.5,25.6
560,"Klasnic, Ivan","Davies, Kevin",189,26,8,Complete,1st,30,5.6,320.8563653,-4.3,3.6,4.8,,,51.6,48,47.4,51.7
562,"Davies, Kevin","Robinson, Paul",190,26,14,Complete,1st,30,2.2,126.0507149,41.5,-19.7,35,,,31.9,51.6,88.9,47.4
564,"Robinson, Paul","Petrov, Martin",191,26,18,Complete,1st,30,0.2,11.4591559,4.9,19.2,20.4,,,57.2,38,93.4,88.5
566,"Petrov, Martin","Klasnic, Ivan",192,26,18,Complete,1st,30,4.5,257.8310078,-8.7,-1.1,6,,,56.1,57.2,84.7,93.4
568,"Klasnic, Ivan","Petrov, Martin",193,26,20,Complete,1st,30,0.4,22.91831181,10.3,16.4,18.6,,,72.5,56.1,95,84.7
570,"Petrov, Martin","Muamba, Fabrice",194,26,23,Complete,1st,30,4.7,269.2901637,-30.1,-0.8,20.5,,,75.3,76.1,52.8,82.9
572,"Muamba, Fabrice",Incomplete pass,195,26,24,Incomplete,1st,30,0,0,1.2,20.3,21.3,,,95.6,75.3,52.3,51.1
574,"Hart, Joe","Milner, James",298,26,31,Complete,1st,43,1.3,74.48451337,35.5,6.2,25,,,21.7,15.5,89.2,53.7
576,"Milner, James","Hart, Joe",299,26,34,Complete,1st,43,3.9,223.4535401,-23.8,-16.9,24,,,2.2,19.1,65.6,89.4
578,"Hart, Joe",Incomplete pass,300,26,38,Incomplete,1st,43,0.2,11.4591559,20.1,58,62.4,,,60.2,2.2,85.7,65.6
580,"Steinsson, Gretar",Incomplete pass,196,26,43,Incomplete,1st,30,6.1,349.504255,-9.1,27.5,29.7,,,68.2,40.7,0,9.1
582,"Kolarov, Aleksandar","Lescott, Joleon",302,26,52,Complete,1st,43,4.5,257.8310078,-27.4,-3.9,19.8,,,31.9,35.8,72.6,100
584,"Lescott, Joleon","Kompany, Vincent",303,26,57,Complete,1st,43,4.5,257.8310078,-21.7,-2.5,15,,,29.2,31.7,44.2,65.9
586,"Kompany, Vincent","Toure, Gnegneri Yaya",304,26,58,Complete,1st,43,6.2,355.233833,-0.3,5.3,5.6,,,34.2,28.9,43.8,44.1
588,"Toure, Gnegneri Yaya","Aguero, Sergio",305,27,0,Complete,1st,43,5.9,338.0450991,-37.7,59.3,67.3,,,93.2,33.9,2.8,40.5
590,"Aguero, Sergio",Incomplete pass,306,27,11,Incomplete,1st,43,1.6,91.67324722,2.5,-0.1,1.7,,,98.6,98.7,4.1,1.6
592,"Milner, James",Incomplete pass,308,27,37,Incomplete,1st,43,1.8,103.1324031,42.5,-5,29.4,,,94.5,99.5,43,0.5
594,"Silva, David","Barry, Gareth",309,27,42,Complete,1st,43,2.1,120.321137,22.6,-8.3,17.7,,,54.5,62.8,28.5,5.9
596,"Barry, Gareth",Incomplete pass,310,27,46,Incomplete,1st,43,6.3,360.9634109,-1.1,39.6,41.6,,,97.2,57.6,38.5,39.6
598,"Jaaskelainen, Jussi","Eagles, Chris",202,28,11,Complete,1st,30,5.8,332.3155212,-45.6,60.4,70.6,,,70.5,10.1,14.2,59.8
600,"Eagles, Chris",N,203,28,13,Complete,1st,30,2,114.591559,12.7,-3.7,9.5,,,69.3,73,27,14.3
602,"Barry, Gareth","Kompany, Vincent",312,28,13,Complete,1st,43,3.2,183.3464944,-0.3,-6.6,6.9,,,23.1,29.7,72,72.3
604,"Kompany, Vincent","Aguero, Sergio",313,28,15,Complete,1st,43,6,343.7746771,-10.9,20.9,23.2,,,44.1,23.2,60.9,71.8
606,"Aguero, Sergio",Incomplete pass,314,28,16,Incomplete,1st,43,6.1,349.504255,-2.6,12.5,13.2,,,56.6,44.1,58.3,60.9
608,"Knight, Zat",Incomplete pass,204,28,18,Incomplete,1st,30,6,343.7746771,-22.1,52.2,56.8,,,97.3,45.1,18.9,41
610,"Hart, Joe","Kolarov, Aleksandar",315,28,22,Complete,1st,43,1.2,68.75493542,15.6,4.2,11.5,,,9.5,5.3,92.8,77.2
612,"Kolarov, Aleksandar","Kompany, Vincent",316,28,25,Complete,1st,43,4.8,275.0197417,-49.6,2.9,33.9,,,15.7,12.8,41.3,90.9
614,"Kompany, Vincent","Richards, Micah",317,28,29,Complete,1st,43,5.3,303.6676314,-30.9,13.2,25.2,,,33.5,20.3,6.6,37.5
616,"Richards, Micah","Kompany, Vincent",318,28,31,Complete,1st,43,2.5,143.2394488,11.7,-9.5,12.8,,,23.8,33.3,19.8,8.1
618,"Kompany, Vincent",Incomplete pass,319,28,33,Incomplete,1st,43,6.1,349.504255,-6.8,18.7,20.2,,,47.3,28.6,8.9,15.7
620,"Robinson, Paul","Jaaskelainen, Jussi",207,28,39,Complete,1st,30,3.9,223.4535401,-34.9,-24.4,34.9,,,11.5,35.9,63.1,98
622,"Jaaskelainen, Jussi",Incomplete pass,208,28,44,Incomplete,1st,30,0.6,34.37746771,40.2,43.3,53.4,,,53.7,10.4,100,59.8
624,"Richards, Micah",Incomplete pass,321,29,2,Incomplete,1st,43,0.7,40.10704566,25.6,19.6,27.4,,,71.6,52,25.6,0
626,"Knight, Zat",Incomplete pass,210,29,6,Incomplete,1st,30,5.3,303.6676314,-15.7,6.2,12.5,,,32.9,26.7,60.1,75.8
628,"Aguero, Sergio","Kolarov, Aleksandar",323,29,7,Complete,1st,43,1.9,108.8619811,31.1,-6.5,22.2,,,59.7,66.2,71,39.9
630,"Kolarov, Aleksandar","Barry, Gareth",324,29,9,Complete,1st,43,4.1,234.912696,-11.7,-5.7,10,,,54,59.7,59.3,71
632,"Barry, Gareth","Silva, David",325,29,11,Complete,1st,43,5,286.4788976,-20.7,3.6,14.6,,,60.7,57.1,41.4,62.1
634,"Silva, David","Barry, Gareth",326,29,12,Complete,1st,43,2,114.591559,20.1,-6.1,15.1,,,54.6,60.7,61.7,41.6
636,"Barry, Gareth","Aguero, Sergio",327,29,14,Complete,1st,43,0.1,5.729577951,3.9,18,19.1,,,74.7,56.7,69.5,65.6
638,"Aguero, Sergio","Silva, David",328,29,15,Complete,1st,43,3,171.8873385,1.4,-5.4,5.7,,,69.3,74.7,70.9,69.5
640,"Silva, David","Milner, James",329,29,16,Complete,1st,43,0.8,45.83662361,26.3,17,25.3,,,86.9,69.9,98.6,72.3
642,"Milner, James",Incomplete pass,330,29,22,Incomplete,1st,43,4.4,252.1014299,-43.4,-7.8,30.6,,,80.4,88.2,50.3,93.7
644,"Davies, Kevin",N,211,29,28,Complete,1st,30,5.3,303.6676314,-25.1,11.4,20.8,,,34.5,23.1,24,49.1
646,"Barry, Gareth","Lescott, Joleon",331,29,30,Complete,1st,43,4.6,263.5605858,-17.6,-1.4,12.1,,,70.3,71.7,79.9,97.5
648,"Lescott, Joleon",Incomplete pass,332,29,31,Incomplete,1st,43,6.2,355.233833,-0.8,6.9,7.3,,,76.8,69.9,79.4,80.2
650,"Muamba, Fabrice","Eagles, Chris",213,29,33,Complete,1st,30,5.2,297.9380535,-11.4,3.8,8.7,,,37,33.2,8.6,20
652,"Eagles, Chris",N,214,29,34,Complete,1st,30,0.1,5.729577951,1.4,6.1,6.5,,,42.6,36.5,8.6,7.2
654,"Steinsson, Gretar",Incomplete pass,217,29,49,Incomplete,1st,30,0.4,22.91831181,7.5,12.4,14.2,,,47.3,34.9,7.5,0
656,"Lescott, Joleon",Incomplete pass,336,29,51,Incomplete,1st,43,4.8,275.0197417,-13.1,0.8,8.9,,,30.3,29.5,79.1,92.2
658,"Barry, Gareth","Richards, Micah",338,29,54,Complete,1st,43,4.8,275.0197417,-35.1,1,23.9,,,31.7,30.7,28,63.1
660,"Richards, Micah",Incomplete pass,339,29,58,Incomplete,1st,43,0.3,17.18873385,5.8,13.2,14.4,,,54.6,41.4,37.9,32.1
662,"Dzeko, Edin",Incomplete pass,340,30,4,Incomplete,1st,43,0.5,28.64788976,17.1,19.4,23.5,,,94.4,75,24.8,7.7
664,"Jaaskelainen, Jussi",N,222,30,38,Complete,1st,30,0.3,17.18873385,22.9,53.6,58.4,,,57.7,4.1,96.6,73.7
666,"Knight, Zat","Robinson, Paul",224,31,2,Complete,1st,30,6.1,349.504255,-1.9,6,6.4,,,62.7,56.7,92.5,94.4
668,"Robinson, Paul","Petrov, Martin",225,31,3,Complete,1st,30,0.2,11.4591559,4.4,11.3,12.2,,,71.1,59.8,95.8,91.4
670,"Petrov, Martin","Reo-Coker, Nigel",226,31,4,Complete,1st,30,4.4,252.1014299,-25.7,-6.1,18.6,,,57.1,63.2,69.6,95.3
672,"Reo-Coker, Nigel",Incomplete pass,227,31,7,Incomplete,1st,30,5.6,320.8563653,-36.4,30.4,40.4,,,87,56.6,29.6,66
674,"Hart, Joe","Kompany, Vincent",345,31,36,Complete,1st,43,5.3,303.6676314,-23.2,9.4,18.6,,,22.6,13.2,41.6,64.8
676,"Kompany, Vincent","Toure, Gnegneri Yaya",346,31,38,Complete,1st,43,6.2,355.233833,-0.8,9,9.5,,,31.1,22.1,53.1,53.9
678,"Toure, Gnegneri Yaya","Kompany, Vincent",347,31,39,Complete,1st,43,3,171.8873385,2.2,-8.1,8.6,,,23,31.1,55.3,53.1
680,"Kompany, Vincent",Incomplete pass,348,31,40,Incomplete,1st,43,0.2,11.4591559,14.9,63.3,67.2,,,86.5,23.2,70.2,55.3
682,"Jaaskelainen, Jussi",Incomplete pass,230,31,51,Incomplete,1st,30,0,0,0.8,58.4,61.3,,,77.7,19.3,35.1,34.3
684,"Lescott, Joleon",N,349,31,54,Complete,1st,43,2.1,120.321137,21.5,-8.7,17.2,,,12.8,21.5,82.9,61.4
686,"Kolarov, Aleksandar",Incomplete pass,351,31,57,Incomplete,1st,43,0.1,5.729577951,0.3,3.2,3.4,,,15.9,12.7,91.6,91.3
688,"Davies, Kevin",Incomplete pass,233,32,2,Incomplete,1st,30,1.6,91.67324722,20.1,-0.9,13.7,,,72.1,73,49.5,29.4
690,"Silva, David",N,354,32,3,Complete,1st,43,1.5,85.94366927,7.1,0.3,4.8,,,24.8,24.5,56.5,49.4
692,"Toure, Gnegneri Yaya","Aguero, Sergio",356,32,5,Complete,1st,43,6.1,349.504255,-7.9,23.1,24.8,,,47.6,24.5,48.6,56.5
694,"Aguero, Sergio","Toure, Gnegneri Yaya",357,32,7,Complete,1st,43,3.3,189.0760724,-3,-13.3,14.1,,,33.5,46.8,51.4,54.4
696,"Toure, Gnegneri Yaya","Silva, David",358,32,10,Complete,1st,43,6,343.7746771,-19.6,41.1,45.2,,,74.6,33.5,31.8,51.4
698,"Silva, David","Toure, Gnegneri Yaya",359,32,17,Complete,1st,43,2.5,143.2394488,9.1,-8.4,10.8,,,61.2,69.6,36.5,27.4
700,"Toure, Gnegneri Yaya","Richards, Micah",360,32,20,Complete,1st,43,4.2,240.642274,-14.9,-5.1,11.5,,,57.3,62.4,19.8,34.7
702,"Richards, Micah",N,361,32,22,Complete,1st,43,1.6,91.67324722,19,-0.3,12.9,,,56.7,57,38.8,19.8
704,"Toure, Gnegneri Yaya","Silva, David",363,32,24,Complete,1st,43,1,57.29577951,10.3,4.6,8.5,,,60.7,56.1,50.3,40
706,"Silva, David","Barry, Gareth",364,32,25,Complete,1st,43,1.5,85.94366927,18,1.4,12.3,,,59.1,57.7,68.5,50.5
708,"Barry, Gareth","Milner, James",365,32,27,Complete,1st,43,5.7,326.5859432,-14,13.4,17,,,72.5,59.1,54.5,68.5
710,"Milner, James","Toure, Gnegneri Yaya",366,32,28,Complete,1st,43,4.7,269.2901637,-10.6,-0.2,7.2,,,72.3,72.5,43.9,54.5
