Order,Player name,Recipient,event_id,min,sec,outcome,period_id,team_id,Angle,Degrees,Y travel,X travel,Distance,Goalmouth Y,Goalmouth Z,X-end,x,Y-end,y
712,"Toure, Gnegneri Yaya","Aguero, Sergio",367,32,29,Complete,1st,43,5.2,297.9380535,-10.7,3.6,8.2,,,74.6,71,25.4,36.1
714,"Aguero, Sergio","Milner, James",368,32,31,Complete,1st,43,2.1,120.321137,9.5,-3.5,7.4,,,71.1,74.6,36.3,26.8
716,"Milner, James","Toure, Gnegneri Yaya",369,32,33,Complete,1st,43,5.8,332.3155212,-7.4,8.2,10,,,80.4,72.2,34,41.4
718,"Toure, Gnegneri Yaya","Milner, James",370,32,34,Complete,1st,43,3.1,177.6169165,0.6,-6.1,6.4,,,74.3,80.4,34.7,34.1
720,"Milner, James",Incomplete pass,371,32,37,Incomplete,1st,43,1.6,91.67324722,32.1,-0.1,21.8,,,96.7,96.8,51.7,19.6
722,"Jaaskelainen, Jussi",Incomplete pass,236,32,58,Incomplete,1st,30,0,0,3.1,62.2,65.3,,,77.2,15,45,41.9
724,"Eagles, Chris","Davies, Kevin",237,33,4,Complete,1st,30,0.5,28.64788976,3.4,4.3,5.1,,,70.8,66.5,27.1,23.7
726,"Davies, Kevin","Klasnic, Ivan",238,33,5,Complete,1st,30,0.9,51.56620156,10.3,5.2,8.9,,,76,70.8,37.4,27.1
728,"Klasnic, Ivan","Eagles, Chris",239,33,7,Complete,1st,30,1.4,80.21409132,8.7,0.8,6,,,76.8,76,46.1,37.4
730,"Eagles, Chris","Klasnic, Ivan",240,33,8,Complete,1st,30,4.7,269.2901637,-8.6,-0.3,5.9,,,76.5,76.8,37.5,46.1
732,"Klasnic, Ivan","Eagles, Chris",241,33,10,Complete,1st,30,1.5,85.94366927,12.9,1,8.8,,,80.5,79.5,49.4,36.5
734,"Eagles, Chris",Incomplete pass,242,33,10,Incomplete,1st,30,5.7,326.5859432,-3,3.1,3.8,,,83.6,80.5,46.4,49.4
736,"Hart, Joe",Incomplete pass,379,33,46,Incomplete,1st,43,0.2,11.4591559,16.6,49.8,53.5,,,73.7,23.9,75.2,58.6
738,"Kolarov, Aleksandar",Incomplete pass,381,33,52,Incomplete,1st,43,4.5,257.8310078,-21.7,-3.5,15.2,,,59.3,62.8,57.9,79.6
740,"Reo-Coker, Nigel",Incomplete pass,247,33,56,Incomplete,1st,30,5.9,338.0450991,-19.3,27.5,31.7,,,69.2,41.7,17.6,36.9
742,"Lescott, Joleon",N,383,33,57,Complete,1st,43,5.2,297.9380535,-9.2,3,7,,,32.7,29.7,67.4,76.6
744,"Kolarov, Aleksandar","Kompany, Vincent",385,33,59,Complete,1st,43,4.1,234.912696,-21,-8.9,17.1,,,24.1,33,46.1,67.1
746,"Kompany, Vincent","Toure, Gnegneri Yaya",386,34,2,Complete,1st,43,0.5,28.64788976,7.3,9.1,10.8,,,33.4,24.3,56.4,49.1
748,"Toure, Gnegneri Yaya","Barry, Gareth",387,34,4,Complete,1st,43,1.4,80.21409132,10.2,1.1,7,,,39,37.9,74.8,64.6
750,"Barry, Gareth","Kolarov, Aleksandar",388,34,6,Complete,1st,43,1.3,74.48451337,21.2,4.1,15,,,40.2,36.1,96.4,75.2
752,"Kolarov, Aleksandar","Dzeko, Edin",389,34,8,Complete,1st,43,5.4,309.3972094,-30.3,16.3,26.8,,,56.6,40.3,65.9,96.2
754,"Dzeko, Edin",Incomplete pass,390,34,10,Incomplete,1st,43,0.2,11.4591559,7.3,29.1,31,,,85.8,56.7,73,65.7
756,"Jaaskelainen, Jussi",Incomplete pass,250,34,20,Incomplete,1st,30,0.3,17.18873385,23.5,54.3,59.2,,,75,20.7,50.9,27.4
758,"Kompany, Vincent",N,391,34,23,Complete,1st,43,3.1,177.6169165,1.2,-14.2,14.9,,,14.3,28.5,47.5,46.3
760,"Hart, Joe",Incomplete pass,393,34,35,Incomplete,1st,43,0.3,17.18873385,22.3,52.9,57.6,,,68.5,15.6,62.8,40.5
762,"Cahill, Gary","Reo-Coker, Nigel",252,34,40,Complete,1st,30,0.4,22.91831181,2.9,3.9,4.5,,,37.3,33.4,41.1,38.2
764,"Reo-Coker, Nigel","Muamba, Fabrice",253,34,41,Complete,1st,30,5.4,309.3972094,-7.6,4,6.7,,,41.3,37.3,33.5,41.1
766,"Muamba, Fabrice",N,254,34,42,Complete,1st,30,1.8,103.1324031,11.6,-2.1,8.2,,,39.9,42,41.7,30.1
768,"Toure, Gnegneri Yaya",N,395,34,43,Complete,1st,43,6.1,349.504255,-2.2,7.8,8.3,,,63,55.2,47.5,49.7
770,"Reo-Coker, Nigel",Incomplete pass,255,34,43,Incomplete,1st,30,0.1,5.729577951,0.5,4.6,4.8,,,43.9,39.3,41.6,41.1
772,"Milner, James",N,396,34,44,Complete,1st,43,0.7,40.10704566,6.2,5.2,6.9,,,68.3,63.1,53.9,47.7
774,"Dzeko, Edin",Incomplete pass,399,34,54,Key pass,1st,43,4.6,263.5605858,-30.2,-2.7,20.7,,,92.8,95.5,47.7,77.9
774,"Aguero, Sergio",Miss,400,34,56,Complete,1st,43,0,0,0,0,0,57.8,8.3,,92.8,,48
776,"Jaaskelainen, Jussi",N,259,35,25,Complete,1st,30,6.2,355.233833,-7.8,55.1,58.1,,,60.9,5.8,30.7,38.5
778,"Barry, Gareth",N,402,35,27,Complete,1st,43,4.5,257.8310078,-10.4,-1.3,7.2,,,32.6,33.9,60.9,71.3
780,"Davies, Kevin",Incomplete pass,260,35,27,Incomplete,1st,30,0.2,11.4591559,2,8.5,9,,,69.8,61.3,33.2,31.2
782,"Toure, Gnegneri Yaya",N,403,35,28,Complete,1st,43,1.3,74.48451337,35.1,5.6,24.6,,,37.9,32.3,97.6,62.5
784,"Steinsson, Gretar","Davies, Kevin",262,35,43,Complete,1st,30,0.5,28.64788976,10.8,15.8,18.5,,,76.1,60.3,10.8,0
786,"Davies, Kevin",N,263,35,46,Complete,1st,30,1.1,63.02535746,9.2,2.8,6.9,,,78.9,76.1,20,10.8
788,"Aguero, Sergio","Silva, David",409,35,51,Complete,1st,43,0.7,40.10704566,7.8,5.8,8.1,,,40.5,34.7,46.9,39.1
790,"Silva, David","Aguero, Sergio",410,35,52,Complete,1st,43,5.5,315.1267873,-17.3,11,16.5,,,58.6,47.6,25.7,43
792,"Aguero, Sergio",Incomplete pass,411,35,57,Incomplete,1st,43,0.8,45.83662361,13.4,9,13.1,,,84.5,75.5,35.2,21.8
794,"Aguero, Sergio",N,412,36,3,Complete,1st,43,0.6,34.37746771,19.3,17.1,22.2,,,97.8,80.7,20.3,1
796,"Barry, Gareth",Incomplete pass,414,36,6,Incomplete,1st,43,2.9,166.1577606,3.8,-9.2,10,,,88.9,98.1,25.2,21.4
798,"Robinson, Paul","Petrov, Martin",268,36,9,Complete,1st,30,0.9,51.56620156,21.3,11.7,19,,,21,9.3,94.7,73.4
800,"Petrov, Martin",Incomplete pass,269,36,12,Incomplete,1st,30,6.2,355.233833,-1,16.1,16.9,,,38.7,22.6,95.4,96.4
802,"Lescott, Joleon",N,416,36,15,Complete,1st,43,0,0,0.6,9.6,10.1,,,53.9,44.3,24,23.4
804,"Toure, Gnegneri Yaya","Milner, James",418,36,16,Complete,1st,43,1.9,108.8619811,16.2,-3.1,11.5,,,50.8,53.9,40.2,24
806,"Milner, James","Richards, Micah",419,36,19,Complete,1st,43,6,343.7746771,-16.7,32.4,35.9,,,96.6,64.2,18.2,34.9
808,"Richards, Micah","Milner, James",420,36,24,Complete,1st,43,3.1,177.6169165,0,-9.9,10.4,,,86.1,96,21.2,21.2
810,"Milner, James",Incomplete pass,421,36,26,Incomplete,1st,43,1,57.29577951,24.4,9.1,19.1,,,95.2,86.1,45.6,21.2
812,"Milner, James",Incomplete pass,422,36,30,Incomplete,1st,43,1.5,85.94366927,9.8,0.5,6.7,,,97.9,97.4,35.4,25.6
814,"Milner, James",Incomplete pass,425,36,55,Assist,1st,43,2.3,131.7802929,41.6,-25.5,39,,,74.2,99.7,42.1,0.5
814,"Barry, Gareth",Goal,426,36,59,Complete,1st,43,0,0,0,0,0,46.4,30.6,,74.8,,46.4
816,"Klasnic, Ivan","Davies, Kevin",274,37,51,Complete,1st,30,5.7,326.5859432,-2.6,2.8,3.4,,,51.1,48.3,48.6,51.2
818,"Davies, Kevin","Muamba, Fabrice",275,37,55,Complete,1st,30,3.7,211.9943842,-10.3,-10,12.6,,,41.1,51.1,38.3,48.6
820,"Muamba, Fabrice","Cahill, Gary",276,37,58,Complete,1st,30,3.2,183.3464944,-1.8,-14.6,15.4,,,26.5,41.1,36.5,38.3
822,"Cahill, Gary","Jaaskelainen, Jussi",277,37,59,Complete,1st,30,2.9,166.1577606,5.1,-15,16.1,,,9,24,41.9,36.8
824,"Jaaskelainen, Jussi",N,278,38,3,Complete,1st,30,0,0,3.1,56.8,59.7,,,64.5,7.7,35.2,32.1
826,"Eagles, Chris",Incomplete pass,281,38,33,Incomplete,1st,30,0.8,45.83662361,40.8,27.8,40.3,,,87.5,59.7,58.7,17.9
828,"Silva, David",Incomplete pass,431,38,40,Incomplete,1st,43,1.7,97.40282517,21.5,-1.3,14.7,,,35.7,37,63.2,41.7
830,"Eagles, Chris","Cahill, Gary",283,38,44,Complete,1st,30,0.6,34.37746771,5.9,5.1,6.7,,,72.7,67.6,52.5,46.6
832,"Cahill, Gary","Reo-Coker, Nigel",284,38,47,Complete,1st,30,3.3,189.0760724,-2.1,-8.1,8.6,,,64.9,73,45.6,47.7
834,"Reo-Coker, Nigel","Petrov, Martin",285,38,50,Complete,1st,30,0.9,51.56620156,46.2,24.5,40.6,,,90.4,65.9,92.8,46.6
836,"Petrov, Martin",Incomplete pass,286,38,53,Assist,1st,30,4.6,263.5605858,-36.1,-3.2,24.8,,,91.6,94.8,57.3,93.4
836,"Klasnic, Ivan",Goal,287,38,54,Complete,1st,30,0,0,0,0,0,50.3,2.8,,91.4,,57.3
838,"Dzeko, Edin","Aguero, Sergio",433,39,37,Complete,1st,43,5.9,338.0450991,-1.5,2.5,2.8,,,52.6,50.1,47.7,49.2
840,"Aguero, Sergio","Barry, Gareth",434,39,38,Complete,1st,43,3.2,183.3464944,-2.2,-18.4,19.4,,,34.2,52.6,45.5,47.7
842,"Barry, Gareth","Richards, Micah",435,39,40,Complete,1st,43,4.6,263.5605858,-33.5,-2.1,22.9,,,32.1,34.2,11.7,45.2
844,"Richards, Micah","Kompany, Vincent",436,39,40,Complete,1st,43,2.3,131.7802929,12.1,-6.8,10.9,,,25.3,32.1,23.8,11.7
846,"Kompany, Vincent","Hart, Joe",437,39,41,Complete,1st,43,2.6,148.9690267,15.6,-16.5,20.3,,,8.8,25.3,39.4,23.8
848,"Hart, Joe",Incomplete pass,438,39,43,Incomplete,1st,43,5.9,338.0450991,-33.8,51.6,59.1,,,61.4,9.8,0,33.8
850,"Robinson, Paul","Reo-Coker, Nigel",289,39,51,Complete,1st,30,5,286.4788976,-15.1,3.1,11.6,,,42.9,39.8,84.9,100
852,"Reo-Coker, Nigel","Knight, Zat",290,39,53,Complete,1st,30,3.2,183.3464944,-1.4,-15,15.8,,,28,43,88,89.4
854,"Knight, Zat","Jaaskelainen, Jussi",291,39,57,Complete,1st,30,3.9,223.4535401,-21.3,-15.3,21.6,,,10.3,25.6,63.1,84.4
856,"Jaaskelainen, Jussi",N,292,40,1,Complete,1st,30,0.3,17.18873385,26.8,47.6,53.2,,,57.9,10.3,89.9,63.1
858,"Jaaskelainen, Jussi",Incomplete pass,295,40,33,Incomplete,1st,30,0.3,17.18873385,28.1,56,61.8,,,87.3,31.3,76.2,48.1
860,"Richards, Micah",N,444,40,38,Complete,1st,43,0.5,28.64788976,38.2,42.8,51.9,,,56.6,13.8,59.7,21.5
862,"Knight, Zat",Incomplete pass,297,41,26,Incomplete,1st,30,0.4,22.91831181,28.4,44.6,50.7,,,89,44.4,70.9,42.5
864,"Hart, Joe",Incomplete pass,447,41,42,Incomplete,1st,43,6.1,349.504255,-13.2,59.5,63.1,,,73,13.5,25.4,38.6
866,"Petrov, Martin","Reo-Coker, Nigel",300,41,59,Complete,1st,30,4.7,269.2901637,-11.1,0,7.5,,,28.8,28.8,81.4,92.5
868,"Reo-Coker, Nigel",N,301,42,1,Complete,1st,30,0,0,0.2,10.9,11.4,,,39.7,28.8,81.6,81.4
870,"Richards, Micah",Incomplete pass,449,42,2,Incomplete,1st,43,6.1,349.504255,-2.2,7.8,8.3,,,60.9,53.1,10,12.2
872,"Davies, Kevin",Incomplete pass,302,42,2,Incomplete,1st,30,0.8,45.83662361,6.4,3.7,5.8,,,43.4,39.7,88,81.6
874,"Davies, Kevin","Robinson, Paul",303,42,4,Complete,1st,30,2.9,166.1577606,5.4,-12.1,13.2,,,27.7,39.8,96.2,90.8
876,"Robinson, Paul",N,304,42,5,Complete,1st,30,5.2,297.9380535,-17.6,5.8,13.4,,,33.5,27.7,78.6,96.2
878,"Reo-Coker, Nigel","Robinson, Paul",306,42,20,Complete,1st,30,1,57.29577951,23.7,10.8,19.7,,,53.5,42.7,97.2,73.5
880,"Robinson, Paul","Knight, Zat",307,42,23,Complete,1st,30,3.3,189.0760724,-4,-15.7,16.7,,,38.8,54.5,93,97
882,"Knight, Zat","Klasnic, Ivan",308,42,26,Complete,1st,30,6.2,355.233833,-3.1,19.6,20.7,,,58.5,38.9,90.5,93.6
884,"Klasnic, Ivan","Petrov, Martin",309,42,31,Complete,1st,30,2.8,160.4281826,2.5,-5.2,5.7,,,61.6,66.8,97,94.5
886,"Petrov, Martin","Reo-Coker, Nigel",310,42,33,Complete,1st,30,4.3,246.3718519,-22,-6.1,16.3,,,57,63.1,72.1,94.1
888,"Reo-Coker, Nigel","Muamba, Fabrice",311,42,34,Complete,1st,30,4.4,252.1014299,-10.7,-1.9,7.5,,,55.1,57,61.4,72.1
890,"Muamba, Fabrice",Incomplete pass,312,42,36,Incomplete,1st,30,4.8,275.0197417,-3,0.2,2.1,,,55.4,55.2,55.4,58.4
892,"Milner, James",Incomplete pass,453,42,40,Incomplete,1st,43,0.2,11.4591559,11.6,38.7,41.4,,,85.8,47.1,64.9,53.3
894,"Steinsson, Gretar",Incomplete pass,316,43,3,Incomplete,1st,30,0.2,11.4591559,5.5,20.3,21.8,,,37,16.7,5.5,0
896,"Lescott, Joleon",Incomplete pass,456,43,3,Incomplete,1st,43,5.3,303.6676314,-14.5,5.8,11.6,,,66.1,60.3,82.2,96.7
898,"Muamba, Fabrice",Incomplete pass,317,43,6,Incomplete,1st,30,0.1,5.729577951,1.6,10.1,10.7,,,39.7,29.6,21.4,19.8
900,"Barry, Gareth","Toure, Gnegneri Yaya",460,43,33,Complete,1st,43,4.4,252.1014299,-16.8,-3,11.9,,,61.4,64.4,65.6,82.4
902,"Toure, Gnegneri Yaya",N,461,43,36,Complete,1st,43,0.1,5.729577951,2.6,14.5,15.3,,,75.9,61.4,68.2,65.6
904,"Milner, James",Incomplete pass,463,44,16,Incomplete,1st,43,6.3,360.9634109,-0.5,26.3,29,,,100,73.7,80,80.5
906,"Jaaskelainen, Jussi",N,324,44,39,Complete,1st,30,0,0,0.9,59.4,62.4,,,64.4,5,37.9,37
908,"Petrov, Martin",Incomplete pass,326,45,22,Incomplete,1st,30,0.5,28.64788976,23.8,27.2,32.8,,,91.4,64.2,55.1,31.3
910,"Hart, Joe",Incomplete pass,469,46,23,Incomplete,1st,43,6.2,355.233833,-9.8,64.5,68.1,,,73.1,8.6,30.9,40.7
912,"Knight, Zat","Petrov, Martin",328,46,27,Complete,1st,30,0.8,45.83662361,15.1,9.1,14,,,37.2,28.1,94.5,79.4
914,"Petrov, Martin",N,329,46,28,Complete,1st,30,4.5,257.8310078,-11.2,-1.7,7.8,,,35.5,37.2,83.3,94.5
916,"Reo-Coker, Nigel","Klasnic, Ivan",331,46,30,Complete,1st,30,0.1,5.729577951,1.7,7.8,8.3,,,40.7,32.9,85.3,83.6
918,"Klasnic, Ivan",Incomplete pass,332,46,32,Incomplete,1st,30,2.7,154.6986047,6.1,-8.3,9.7,,,33.1,41.4,91.9,85.8
920,"Silva, David",N,470,46,32,Complete,1st,43,3.4,194.8056503,-3.2,-8.5,9.2,,,53.4,61.9,5.5,8.7
922,"Richards, Micah",N,472,46,34,Complete,1st,43,0.5,28.64788976,15.9,16.8,20.7,,,70.2,53.4,21.4,5.5
924,"Milner, James","Aguero, Sergio",474,46,42,Complete,1st,43,1.4,80.21409132,53.1,7.3,36.9,,,95.9,88.6,61.8,8.7
926,"Aguero, Sergio",Incomplete pass,475,46,45,Incomplete,1st,43,4.1,234.912696,-4.1,-1.9,3.4,,,95.2,97.1,57.9,62
928,"Jaaskelainen, Jussi",Incomplete pass,336,47,7,Incomplete,1st,30,6.2,355.233833,-5,55.7,58.6,,,74.5,18.8,34.6,39.6
930,"Davies, Kevin","Klasnic, Ivan",340,45,1,Complete,2nd,30,0.6,34.37746771,4.1,3.7,4.8,,,52.3,48.6,52.2,48.1
932,"Klasnic, Ivan","Reo-Coker, Nigel",341,45,2,Complete,2nd,30,2.9,166.1577606,2.8,-6.4,7,,,45.9,52.3,55,52.2
934,"Reo-Coker, Nigel","Robinson, Paul",342,45,4,Complete,2nd,30,2.1,120.321137,24,-9.2,19,,,36.7,45.9,79,55
936,"Robinson, Paul","Petrov, Martin",343,45,6,Complete,2nd,30,0.7,40.10704566,13.6,10.2,14.2,,,46.9,36.7,94.1,80.5
938,"Petrov, Martin","Robinson, Paul",344,45,7,Complete,2nd,30,3.6,206.2648062,-7.4,-10.5,12.1,,,36.4,46.9,86.7,94.1
940,"Robinson, Paul","Klasnic, Ivan",345,45,8,Complete,2nd,30,6.2,355.233833,-2.3,23.3,24.5,,,59.7,36.4,84.4,86.7
942,"Klasnic, Ivan","Petrov, Martin",346,45,9,Complete,2nd,30,1.7,97.40282517,11.5,-0.6,7.8,,,59.1,59.7,95.9,84.4
944,"Petrov, Martin","Klasnic, Ivan",347,45,10,Complete,2nd,30,4.9,280.7493196,-10.1,1.1,7,,,60.2,59.1,85.8,95.9
946,"Klasnic, Ivan",Incomplete pass,348,45,11,Incomplete,2nd,30,0.8,45.83662361,14.2,9.7,14.6,,,69.9,60.2,100,85.8
948,"Richards, Micah",N,482,45,23,Complete,2nd,43,0.3,17.18873385,10.6,26.4,28.8,,,56.2,29.8,10.6,0
950,"Cahill, Gary",N,350,45,28,Complete,2nd,30,1,57.29577951,11.7,5.3,9.7,,,35.2,29.9,94.7,83
952,"Robinson, Paul","Cahill, Gary",352,45,29,Complete,2nd,30,4,229.1831181,-13.5,-8.2,12.6,,,29.2,37.4,80.7,94.2
954,"Cahill, Gary","Robinson, Paul",353,45,30,Complete,2nd,30,1.1,63.02535746,16.3,5.1,12.3,,,34.3,29.2,97,80.7
956,"Robinson, Paul","Knight, Zat",354,45,31,Complete,2nd,30,3.9,223.4535401,-13.2,-9,13,,,25.3,34.3,83.8,97
958,"Knight, Zat",Incomplete pass,355,45,34,Incomplete,2nd,30,6.1,349.504255,-11.5,46.1,49,,,71.8,25.7,66.8,78.3
960,"Kompany, Vincent",Incomplete pass,484,45,37,Incomplete,2nd,43,5.8,332.3155212,-9.6,12.8,14.9,,,40.1,27.3,23.7,33.3
962,"Petrov, Martin","Reo-Coker, Nigel",356,45,39,Complete,2nd,30,4.5,257.8310078,-19.8,-3.3,13.9,,,56.5,59.8,63.5,83.3
964,"Reo-Coker, Nigel","Muamba, Fabrice",357,45,41,Complete,2nd,30,4.6,263.5605858,-14.5,-0.6,9.9,,,54.5,55.1,45.6,60.1
966,"Muamba, Fabrice","Cahill, Gary",358,45,44,Complete,2nd,30,3.2,183.3464944,-0.5,-13.1,13.8,,,39.9,53,48.1,48.6
968,"Cahill, Gary","Robinson, Paul",359,45,46,Complete,2nd,30,1,57.29577951,40.4,15.3,31.8,,,55.2,39.9,88.5,48.1
970,"Robinson, Paul","Petrov, Martin",360,45,48,Complete,2nd,30,0.1,5.729577951,1,9.2,9.7,,,65.2,56,96.6,95.6
972,"Petrov, Martin","Davies, Kevin",361,45,50,Complete,2nd,30,5.1,292.2084755,-12.8,3,9.3,,,68.2,65.2,83.8,96.6
974,"Davies, Kevin",Incomplete pass,362,45,52,Incomplete,2nd,30,0.1,5.729577951,1.2,10,10.5,,,78.2,68.2,85,83.8
976,"Richards, Micah",Incomplete pass,485,45,55,Incomplete,2nd,43,0.4,22.91831181,14.1,20.7,23.8,,,42.4,21.7,22.4,8.3
978,"Reo-Coker, Nigel",N,363,45,59,Complete,2nd,30,0.3,17.18873385,9.8,23.3,25.4,,,80.7,57.4,83.8,74
980,"Hart, Joe",Incomplete pass,488,46,27,Incomplete,2nd,43,0.2,11.4591559,15.7,59.4,63.3,,,65.9,6.5,31.6,15.9
982,"Knight, Zat",Incomplete pass,366,46,32,Incomplete,2nd,30,6.1,349.504255,-3,12.4,13.2,,,45.7,33.3,69.6,72.6
984,"Toure, Gnegneri Yaya","Milner, James",489,46,32,Complete,2nd,43,0.5,28.64788976,10.7,11.7,14.3,,,64.4,52.7,45.6,34.9
985,"Dzeko, Edin",Goal,491,46,39,Complete,2nd,43,0,0,0,0,0,51.9,6.9,,90.6,,34.7
986,"Milner, James",Incomplete pass,490,46,34,Assist,2nd,43,5.5,315.1267873,-17.5,12.5,17.7,,,76.5,64,28,45.5
988,"Klasnic, Ivan","Petrov, Martin",369,47,32,Complete,2nd,30,0.6,34.37746771,3.6,3.6,4.5,,,52.6,49,52,48.4
990,"Petrov, Martin","Reo-Coker, Nigel",370,47,35,Complete,2nd,30,3.5,200.5352283,-3.9,-6.3,7.1,,,46.3,52.6,48.1,52
992,"Reo-Coker, Nigel","Steinsson, Gretar",371,47,36,Complete,2nd,30,4.3,246.3718519,-40.9,-12.9,30.9,,,33.4,46.3,7.2,48.1
994,"Steinsson, Gretar","Davies, Kevin",372,47,39,Complete,2nd,30,0.3,17.18873385,19.6,35.7,39.8,,,70.4,34.7,26.6,7
996,"Davies, Kevin",N,373,47,42,Complete,2nd,30,1,57.29577951,10.3,4.2,8.3,,,74.6,70.4,36.9,26.6
998,"Barry, Gareth",Incomplete pass,493,47,44,Incomplete,2nd,43,5.8,332.3155212,-19.5,24.8,29.2,,,51.5,26.7,51.2,70.7
1000,"Cahill, Gary",Incomplete pass,376,48,7,Incomplete,2nd,30,5.8,332.3155212,-27.6,37.7,43.8,,,85.3,47.6,27.7,55.3
1002,"Lescott, Joleon",N,495,48,9,Complete,2nd,43,0.3,17.18873385,5.6,12.3,13.5,,,30.3,18,77.2,71.6
1004,"Milner, James","Aguero, Sergio",497,48,13,Complete,2nd,43,0.2,11.4591559,5,14.2,15.3,,,58.3,44.1,93.6,88.6
1006,"Aguero, Sergio","Barry, Gareth",498,48,18,Complete,2nd,43,1.5,85.94366927,16.7,1.3,11.4,,,43.9,42.6,95.8,79.1
1008,"Barry, Gareth","Silva, David",499,48,20,Complete,2nd,43,5.8,332.3155212,-13.8,16.2,19.4,,,60.1,43.9,82.1,95.9
1010,"Silva, David","Aguero, Sergio",500,48,21,Complete,2nd,43,3.9,223.4535401,-6.1,-4.2,6.1,,,55.9,60.1,76,82.1
1012,"Aguero, Sergio",N,501,48,23,Complete,2nd,43,0.7,40.10704566,8.6,6.7,9.1,,,62.6,55.9,84.6,76
1014,"Eagles, Chris","Klasnic, Ivan",379,48,28,Complete,2nd,30,0.4,22.91831181,10.7,15.3,17.6,,,59.1,43.8,16.5,5.8
1016,"Klasnic, Ivan","Reo-Coker, Nigel",380,48,29,Complete,2nd,30,3.1,177.6169165,-0.1,-11.8,12.4,,,47.3,59.1,16.4,16.5
1018,"Reo-Coker, Nigel",N,381,48,32,Complete,2nd,30,6.3,360.9634109,-0.5,13.7,14.4,,,61,47.3,15.9,16.4
1020,"Barry, Gareth","Lescott, Joleon",504,48,33,Complete,2nd,43,2.8,160.4281826,4.4,-8.3,9.2,,,23.9,32.2,82.1,77.7
1022,"Lescott, Joleon","Kolarov, Aleksandar",505,48,34,Complete,2nd,43,0.2,11.4591559,3.1,12.7,13.5,,,36.6,23.9,85.2,82.1
1024,"Kolarov, Aleksandar","Silva, David",506,48,35,Complete,2nd,43,0.2,11.4591559,2.3,7.8,8.3,,,47.1,39.3,87.5,85.2
1026,"Silva, David",N,507,48,37,Complete,2nd,43,6.1,349.504255,-7.7,28.7,30.6,,,80.7,52,81.8,89.5
1028,"Steinsson, Gretar","Reo-Coker, Nigel",384,48,47,Complete,2nd,30,6.2,355.233833,-1.9,10.7,11.3,,,24.8,14.1,24.6,26.5
1030,"Reo-Coker, Nigel",N,385,48,49,Complete,2nd,30,5.8,332.3155212,-6.2,7,8.5,,,31.8,24.8,18.4,24.6
1032,"Eagles, Chris","Reo-Coker, Nigel",387,48,51,Complete,2nd,30,5.6,320.8563653,-11.1,9.3,12.3,,,42.4,33.1,6.4,17.5
1034,"Reo-Coker, Nigel",Incomplete pass,388,48,56,Incomplete,2nd,30,1.2,68.75493542,31.3,9,23.3,,,53.3,44.3,42.5,11.2
1036,"Toure, Gnegneri Yaya","Barry, Gareth",511,48,59,Complete,2nd,43,0.9,51.56620156,9.3,4.5,7.9,,,43.3,38.8,67.7,58.4
1038,"Barry, Gareth","Toure, Gnegneri Yaya",512,49,0,Complete,2nd,43,4.3,246.3718519,-8.2,-2.3,6.1,,,41,43.3,59.5,67.7
1040,"Toure, Gnegneri Yaya",N,513,49,1,Complete,2nd,43,0.1,5.729577951,1.4,17.2,18.1,,,58.2,41,60.9,59.5
1042,"Aguero, Sergio","Silva, David",516,49,13,Complete,2nd,43,2.5,143.2394488,8.6,-7.6,9.9,,,78,85.6,41.3,32.7
1044,"Silva, David",Incomplete pass,517,49,16,Key pass,2nd,43,1.4,80.21409132,24.4,2.7,16.8,,,79.3,76.6,71,46.6
1044,"Milner, James",Save,518,49,18,Complete,2nd,43,0,0,0,0,0,47.2,18.1,,79.3,,65.9
1046,"Jaaskelainen, Jussi","Robinson, Paul",393,49,29,Complete,2nd,30,0.8,45.83662361,25.9,18,25.8,,,29.3,11.3,85.7,59.8
1048,"Robinson, Paul","Reo-Coker, Nigel",394,49,33,Complete,2nd,30,5.1,292.2084755,-17.6,4.6,12.9,,,40.5,35.9,68.8,86.4
1050,"Reo-Coker, Nigel",Incomplete pass,395,49,45,Incomplete,2nd,30,1.1,63.02535746,22.4,7.6,17.9,,,44.4,36.8,100,77.6
1052,"Richards, Micah","Dzeko, Edin",520,49,59,Complete,2nd,43,0.5,28.64788976,8.3,10.2,12.5,,,68.2,58,8.3,0
1054,"Dzeko, Edin","Richards, Micah",521,50,0,Complete,2nd,43,3.7,211.9943842,-6.4,-6.2,7.8,,,62,68.2,1.9,8.3
1056,"Richards, Micah","Silva, David",522,50,2,Complete,2nd,43,1.4,80.21409132,18.7,2.3,12.9,,,64.1,61.8,20.7,2
1058,"Silva, David","Dzeko, Edin",523,50,3,Complete,2nd,43,3.9,223.4535401,-3.1,-2.3,3.2,,,61.1,63.4,17.6,20.7
1060,"Dzeko, Edin","Kolarov, Aleksandar",524,50,4,Complete,2nd,43,1.7,97.40282517,53.1,-4.4,36.4,,,53,57.4,82.2,29.1
1062,"Kolarov, Aleksandar",N,525,50,8,Complete,2nd,43,5.3,303.6676314,-30.8,13.4,25.2,,,71.1,57.7,55.5,86.3
1064,"Reo-Coker, Nigel",N,398,50,13,Complete,2nd,30,0.1,5.729577951,2.8,15.8,16.7,,,48.2,32.4,48.8,46
1066,"Barry, Gareth","Milner, James",529,50,17,Complete,2nd,43,0.5,28.64788976,11.3,13,15.7,,,69.5,56.5,57.9,46.6
1068,"Milner, James",N,530,50,20,Complete,2nd,43,1.5,85.94366927,17.5,1.3,12,,,77.2,75.9,77.6,60.1
